Date,Time,Latitude,Longitude,Cell ID,Carrier RSSI Antenna Port 0,Carrier RSSI Antenna Port 1,Carrier RSSI Antenna Port 2,Carrier RSSI Antenna Port 3,DwPTS Symbol,UL/DL Config,Sync Signal - Timeoffset,Primary Sync Channel Received Power,Primary Sync Channel Received Quality,Secondary Sync Channel Received Power,Secondary Sync Channel Received Quality,Sync Channel - CINR,Ref Signal - Timeoffset,Ref Signal - Delay Spread,Ref Signal - Received Power,Ref Signal - Received Quality,Ref Signal - CINR,PBCH-Received Power,PBCH-Received Quality,PBCH-CINR,PBCH-Block Error Rate,MIB Decoded Number Of Antenna Ports,dl-Bandwidth,phich-Duration,phich-Resource,systemFrameNumber,schedulingInfo,LTE-M,cellIdentity,mnc,mcc,cellReservedForOperatorUse,trackingAreaCode,cellBarred,intraFreqReselection,csg-Indication,csg-Identity,q-RxLevMinOffset,freqBandIndicator,specialSubframePatterns,Loop Count,Absolute Time Stamp Date,Absolute Time Stamp Time,NID,Adjusted Ref Signal - Received Power,Antenna Gain,Cable Loss,MIB,SIB1,SI,Rank,Adjusted Ref Signal - Guard Period Power,Special Subframe Config,DwPTS,GP,UpPTS,Channel Style,Bandwidth,DSS,Frequency Offset,PCI Count,Status
07/07/2026,14:26:08:427,38.904012,-77.007012,496,-69.61,,,,,,286960,-88.24,-0.03,-88.18,-0.04,20.48,286964,4,-90.07,-6.32,22.06,-89.67,-0.02,22.4,0,,5,0,2,15,0,No,227951874,260,310,1,20438,1,0,False,,,4,,18,,,165;1,-90.07,0,0,A83C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D92DC0000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:27:49:127,38.903734,-77.007307,496,-65.71,,,,,,286960,-88.66,-1.14,-91.4,-4.62,0.66,286950,4,-94.34,-10.97,-0.24,-94.46,-4.1,-1.96,7.62E-05,,5,0,2,228,0,No,227951874,260,310,1,20438,1,0,False,,,4,,19,,,165;1,-94.34,0,0,AB900000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93000000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:29:23:338,38.903202,-77.008056,193,-61.41,,,,,,286919,-86.43,-1.45,-86.71,-1.68,3.61,286915,46,-89.93,-10.3,3.13,-89.01,-1.56,3.63,0,,5,0,2,23,0,No,33510401,260,310,1,20438,1,0,False,,,4,,20,,,64;1,-89.93,0,0,A85C0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9940,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:31:10:215,38.903202,-77.008003,193,-64.61,,,,,,286931,-91.5,-1.99,-94.68,-5.93,-1.28,286903,48,-93.05,-9.76,3.81,-95.6,-3.13,-0.23,0,,5,0,2,135,0,No,33510401,260,310,1,20438,1,0,False,,,4,,21,,,64;1,-93.05,0,0,AA1C0000,684C424C14FD61FF540182350C6020610B089860DAB05CFE4A30100E016C9A80,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:32:38:437,38.903406,-77.007770,496,-64.31,,,,,,286910,-87.73,-0.08,-87.39,-0.16,15.35,286914,2,-84.87,-6.25,23.53,-88.74,-0.07,17.7,0,,5,0,2,37,0,No,227951874,260,310,1,20438,1,0,False,,,4,,22,,,165;1,-84.87,0,0,A8940000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93740000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:34:24:128,38.903561,-77.007499,496,-75.71,,,,,,286903,-98.8,-0.46,-99.57,-0.75,8.28,286902,2,-98.44,-7.37,9.71,-104.85,-1.18,5.04,0,,5,0,2,119,0,No,227951874,260,310,1,20438,1,0,False,,,4,,23,,,165;1,-98.44,0,0,A9DC0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D939C0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:35:46:533,38.903291,-77.007871,496,-72.91,,,,,,286887,-95.37,-0.27,-96.76,-0.92,8.59,286891,6,-97.41,-8.52,7.09,-101.3,-1.24,4.77,0,,5,0,2,131,0,No,227951874,260,310,1,20438,1,0,False,,,4,,24,,,165;1,-97.41,0,0,AA0C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93BC0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:37:25:605,38.903454,-77.007606,496,-67.41,,,,,,286879,-91.85,-0.06,-91.99,-0.12,16.6,286879,4,-87.94,-6.83,21.09,-93.3,-0.06,18.3,0,,5,0,2,48,0,No,227951874,260,310,1,20438,1,0,False,,,4,,25,,,165;1,-87.94,0,0,A8C00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D93E40000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:38:40:810,38.904012,-77.006920,496,-58.3,,,,,,286871,-82.02,-0.01,-82,-0.01,24.1,286870,2,-79.65,-6.26,31.27,-83.29,0,27.76,0,,5,0,2,136,0,No,227951874,260,310,1,20438,1,0,False,,,4,,26,,,165;1,-79.65,0,0,AA200000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94000000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:40:22:726,38.903798,-77.007121,496,-77.4,,,,,,286859,-106.3,-1.31,-107.13,-1.34,4.45,286858,12,-98.18,-6.37,19.31,-111.04,-0.87,6.51,0,,5,0,2,124,0,No,227951874,260,310,1,20438,1,0,False,,,4,,27,,,165;1,-98.18,0,0,A9F00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94280000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:41:31:430,38.903754,-77.007179,496,-76.8,,,,,,286847,-105.99,-0.67,-107.43,-1.57,5.53,286850,13,-101.11,-6.86,13.59,-108.31,-0.85,6.59,0,,5,0,2,49,0,No,227951874,260,310,1,20438,1,0,False,,,4,,28,,,165;1,-101.11,0,0,A8C40000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94440000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:43:06:032,38.903711,-77.007237,496,-76.8,,,,,,286823,-108.67,-0.98,-108.38,-1.68,4.33,286841,4,-97.86,-6.58,15.71,-108.56,-0.63,8.04,0,,5,0,2,110,0,No,227951874,260,310,1,20438,1,0,False,,,4,,29,,,165;1,-97.86,0,0,A9B80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94680000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:44:15:066,38.903667,-77.007294,496,-70,,,,,,286832,-98.57,-0.26,-98.57,-0.22,12.42,286831,5,-96.27,-6.33,18.98,-102.84,-0.22,12.68,0,,5,0,2,44,0,No,227951874,260,310,1,20438,1,0,False,,,4,,30,,,165;1,-96.27,0,0,A8B00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94840000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:45:54:970,38.903623,-77.007352,496,-75.7,,,,,,286828,-97.02,-0.11,-97.66,-0.32,12.89,286819,5,-96.76,-6.45,19.09,-99.29,-0.18,13.68,0,,5,0,2,238,0,No,227951874,260,310,1,20438,1,0,False,,,4,,31,,,165;1,-96.76,0,0,ABB80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94A80000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:47:03:744,38.903579,-77.007409,496,-75.8,,,,,,286812,-97.68,-0.19,-97.82,-0.17,13.59,286810,9,-97.74,-6.71,18.02,-102.09,-0.2,13.21,0,,5,0,2,165,0,No,227951874,260,310,1,20438,1,0,False,,,4,,32,,,165;1,-97.74,0,0,AA940000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94C40000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:48:39:914,38.903536,-77.007467,496,-73.5,,,,,,286784,-102.32,-0.53,-102.18,-0.68,8.19,286799,4,-95.87,-6.36,20.63,-103.01,-0.24,12.44,0,,5,0,2,9,0,No,227951874,260,310,1,20438,1,0,False,,,4,,33,,,165;1,-95.87,0,0,A8240000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D94EC0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:49:51:524,38.903492,-77.007525,496,-75.8,,,,,,286796,-103.45,-0.27,-103.31,-0.58,9.78,286790,5,-96.65,-6.37,19.9,-107.04,-0.46,9.49,0,,5,0,2,8,0,No,227951874,260,310,1,20438,1,0,False,,,4,,34,,,165;1,-96.65,0,0,A8200000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D95080000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,14:51:27:922,38.903448,-77.007582,496,-76.6,,,,,,286772,-103.99,-0.4,-104.14,-0.79,8.3,286780,4,-97.82,-6.49,19.95,-105.31,-0.25,12.22,0,,5,0,2,114,0,No,227951874,260,310,1,20438,1,0,False,,,4,,35,,,165;1,-97.82,0,0,A9C80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D952C0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,14:52:35:644,38.903404,-77.007640,496,-77.9,,,,,,286774,-101.68,-0.17,-101.52,-0.29,12.57,286772,2,-98.92,-6.54,19.18,-105.66,-0.35,10.63,0,,5,0,2,15,0,No,227951874,260,310,1,20438,1,0,False,,,4,,36,,,165;1,-98.92,0,0,A83C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D95480000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:34:09:301,38.903361,-77.007698,496,-67.4,,,,,,286480,-90.11,-0.11,-89.95,-0.18,14.48,286477,2,-88.22,-6.44,21.63,-93.93,-0.23,12.62,0,,5,0,2,148,0,No,227951874,260,310,1,20438,1,0,False,,,4,,66,,,165;1,-88.22,0,0,AA500000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D99140000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:35:48:975,38.902936,-77.008170,496,-54.2,,,,,,286458,-80.54,-0.09,-80.57,-0.09,16.63,286460,4,-74.76,-6.87,23.78,-82.72,-0.05,18.59,0,,5,0,2,80,0,No,227951874,260,310,1,20438,1,0,False,,,4,,67,,,165;1,-74.76,0,0,A9400000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D993C0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:37:01:055,38.903464,-77.007464,496,-64.2,,,,,,286448,-89.84,-0.15,-89.81,-0.14,14.47,286452,0,-84.74,-6.15,31.81,-91.15,-0.01,24.57,0,,5,0,2,89,0,No,227951874,260,310,1,20438,1,0,False,,,4,,68,,,165;1,-84.74,0,0,A9640000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D99580000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:38:38:324,38.903603,-77.007316,496,-60.6,,,,,,286444,-84.28,-0.02,-84.24,-0.02,22.92,286443,5,-81.22,-6.58,32.56,-85.54,0,28.99,0,,5,0,2,217,0,No,227951874,260,310,1,20438,1,0,False,,,4,,69,,,165;1,-81.22,0,0,AB640000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D997C0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:39:54:883,38.903901,-77.006905,496,-58.4,,,,,,286439,-96.71,-2.02,-97,-2.19,2.04,286434,2,-78.98,-6.18,32.91,-99.42,-0.29,11.53,0,,5,0,2,83,0,No,227951874,260,310,1,20438,1,0,False,,,4,,70,,,165;1,-78.98,0,0,A94C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D999C0000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:41:34:097,38.904033,-77.006762,496,-69,,,,,,286423,-88.89,-0.03,-88.86,-0.04,20.57,286425,9,-90.35,-6.49,26.79,-93,-0.01,24.88,0,,5,0,2,4,0,No,227951874,260,310,1,20438,1,0,False,,,4,,71,,,165;1,-90.35,0,0,A8100000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D99C40000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:42:46:382,38.903806,-77.007077,496,-72.5,,,,,,286419,-91.46,-0.06,-91.3,-0.1,17.07,286418,8,-93.36,-6.38,23.45,-94.75,-0.04,20.18,0,,5,0,2,18,0,No,227951874,260,310,1,20438,1,0,False,,,4,,72,,,165;1,-93.36,0,0,A8480000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D99E00000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:44:34:087,38.904154,-77.006727,496,-61.2,,,,,,286407,-82.6,-0.01,-82.97,-0.03,22.57,286409,1,-81.84,-6.18,27.46,-84.33,-0.02,22.75,0,,5,0,2,151,0,No,227951874,260,310,1,20438,1,0,False,,,4,,73,,,165;1,-81.84,0,0,AA5C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9A080000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:45:59:535,38.904462,-77.006391,496,-65,,,,,,286400,-87.64,-0.04,-87.34,-0.06,19.25,286398,6,-86.22,-6.47,24.41,-91.43,-0.08,17.24,0,,5,0,2,240,0,No,227951874,260,310,1,20438,1,0,False,,,4,,74,,,165;1,-86.22,0,0,ABC00000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9A280000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:47:41:164,38.903563,-77.007486,496,-62.7,,,,,,286388,-93.21,-0.02,-93.42,-0.05,20.06,286384,0,-92.16,-10.46,19.17,-94.91,-0.1,16.02,0,,5,0,2,220,0,No,227951874,260,310,1,20438,1,0,False,,,4,,75,,,165;1,-92.16,0,0,AB700000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9A500000,,,,,,,,6,20 MHz,1,,2,11
07/07/2026,15:48:53:381,38.902704,-77.008598,496,-59.9,,,,,,286376,-81.75,-0.03,-81.66,-0.03,20.77,286374,4,-82.86,-6.61,25.85,-85.2,-0.02,22.44,0,,5,0,2,234,0,No,227951874,260,310,1,20438,1,0,False,,,4,,76,,,165;1,-82.86,0,0,ABA80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9A6C0000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:50:32:223,38.903143,-77.007948,496,-66.4,,,,,,286364,-88.3,-0.15,-88.46,-0.17,14.23,286363,2,-87.67,-6.43,20.71,-92.14,-0.13,15.11,0,,5,0,2,145,0,No,227951874,260,310,1,20438,1,0,False,,,4,,77,,,165;1,-87.67,0,0,AA440000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9A940000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:52:01:871,38.902391,-77.008938,496,-62.5,,,,,,286355,-83.85,-0.48,-83.65,-0.59,8.76,286353,2,-88.24,-8.37,8.27,-88.24,-0.58,8.37,0,,5,0,2,82,0,No,227951874,260,310,1,20438,1,0,False,,,4,,78,,,165;1,-88.24,0,0,A9480000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9AB80000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:53:42:886,38.902260,-77.009075,496,-75.2,,,,,,286343,-100.2,-0.11,-101.53,-0.44,12.08,286339,5,-96.42,-6.65,17.45,-103.02,-0.24,12.38,0,,5,0,2,47,0,No,227951874,260,310,1,20438,1,0,False,,,4,,79,,,165;1,-96.42,0,0,A8BC0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9AE00000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:54:52:971,38.902834,-77.008284,496,-71.2,,,,,,286334,-99.6,-0.07,-99.06,-0.35,12.72,286330,2,-98.38,-7.05,15.69,-103.46,-0.48,9.29,0,,5,0,2,7,0,No,227951874,260,310,1,20438,1,0,False,,,4,,80,,,165;1,-98.38,0,0,A81C0000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9AFC0000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,15:56:31:939,38.902616,-77.008524,496,-68.5,,,,,,286299,-100.26,-0.21,-100.5,-0.76,9.2,286318,6,-97.02,-9.48,16.6,-101.73,-0.39,10.26,0,,5,0,2,178,0,No,227951874,260,310,1,20438,1,0,False,,,4,,81,,,165;1,-97.02,0,0,AAC80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9B200000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:57:39:808,38.902616,-77.008524,496,-76,,,,,,286298,-100.28,-0.24,-102.04,-0.92,8.87,286310,8,-97.67,-6.53,17.02,-103.77,-0.53,8.84,0,,5,0,2,82,0,No,227951874,260,310,1,20438,1,0,False,,,4,,82,,,165;1,-97.67,0,0,A9480000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9B3C0000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,15:59:19:179,38.902617,-77.008524,496,-69.7,,,,,,286299,-98.89,-0.21,-99.25,-0.37,11.54,286299,2,-96.46,-7.05,17.91,-101.02,-0.31,11.28,0,,5,0,2,6,0,No,227951874,260,310,1,20438,1,0,False,,,4,,83,,,165;1,-96.46,0,0,A8180000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9B640000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,16:00:27:773,38.902617,-77.008523,496,-74.9,,,,,,286295,-98.59,-0.19,-97.98,-0.2,13.22,286291,2,-96.95,-6.65,18.84,-101.74,-0.18,13.72,0,,5,0,2,185,0,No,227951874,260,310,1,20438,1,0,False,,,4,,84,,,165;1,-96.95,0,0,AAE40000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9B7C0000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,16:02:11:012,38.902617,-77.008523,496,-75.6,,,,,,286279,-98.3,-0.1,-98.49,-0.35,12.63,286279,2,-96.59,-6.44,19,-102.54,-0.3,11.33,0,,5,0,2,206,0,No,227951874,260,310,1,20438,1,0,False,,,4,,85,,,165;1,-96.59,0,0,AB380000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9BA40000,,,,,,,,6,20 MHz,1,,4,11
07/07/2026,16:03:19:632,38.902618,-77.008523,496,-75.4,,,,,,286276,-98.83,-0.09,-97.98,-0.3,13.03,286271,2,-96.51,-7.53,16.58,-102.06,-0.38,10.36,0,,5,0,2,130,0,No,227951874,260,310,1,20438,1,0,False,,,4,,86,,,165;1,-96.51,0,0,AA080000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9BC00000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,16:05:01:875,38.902618,-77.008523,496,-75.4,,,,,,286256,-100.59,-0.15,-100.86,-0.48,11.18,286259,8,-97.97,-7.24,16.07,-101.93,-0.32,11.03,0,,5,0,2,126,0,No,227951874,260,310,1,20438,1,0,False,,,4,,87,,,165;1,-97.97,0,0,A9F80000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9BE80000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,16:06:08:900,38.902618,-77.008522,496,-75.1,,,,,,286240,-99.96,-0.16,-99.36,-0.52,10.62,286251,5,-95.9,-6.27,19.27,-100.67,-0.26,12.07,0,,5,0,2,9,0,No,227951874,260,310,1,20438,1,0,False,,,4,,88,,,165;1,-95.9,0,0,A8240000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9C040000,,,,,,,,6,20 MHz,1,,3,11
07/07/2026,16:07:47:942,38.902619,-77.008522,496,-73.8,,,,,,286238,-98.09,-0.09,-98.06,-0.3,13.28,286240,2,-95.41,-6.63,17.57,-99.29,-0.22,12.83,0,,5,0,2,181,0,No,227951874,260,310,1,20438,1,0,False,,,4,,89,,,165;1,-95.41,0,0,AAD40000,684C424C14FD6D96450282350C402061130C1B5E0B9FC9460201C02D9C280000,,,,,,,,6,20 MHz,1,,3,11
